,Station,Variable,Begin date,End date,Total measurements,Measurements since 2000,Measurements in 2019
301,L008,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
302,L008,CHLOROPHYLL-A,1974-09-13 00:00:00,2011-04-18 13:27:00,494,156,0
303,L008,PHEOPHYTIN,1974-09-13 00:00:00,2011-04-18 13:27:00,485,156,0
304,L008,"CHLOROPHYLL-A, CORRECTED",1979-12-11 11:30:00,2011-04-18 13:27:00,436,156,0
305,L008,CHLOROPHYLL-C,1980-02-08 11:20:00,2011-04-18 13:27:00,360,156,0
306,L008,CAROTENOIDS,1974-09-13 00:00:00,2011-04-18 13:27:00,455,156,0
307,L008,CHLOROPHYLL-B,1979-12-11 11:30:00,2011-04-18 13:27:00,364,156,0
308,L008,CHLOROPHYLL-A(LC),2010-10-20 11:22:00,2020-06-23 11:32:00,121,121,12
309,L008,PHEOPHYTIN-A(LC),2010-10-20 11:22:00,2020-06-23 11:32:00,121,121,12
310,L008,CHLOROPHYLL-B(LC),2010-10-20 11:22:00,2020-06-23 11:32:00,68,68,0
311,L008,RESP. PLANKTONIC,,,2,0,0
312,LZ40,NITRATE+NITRITE-N,1978-06-12 10:08:00,2020-06-03 09:52:00,3819,295,12
313,LZ40,NITRITE-N,1978-06-12 10:08:00,2020-06-03 09:52:00,601,260,12
314,LZ40,AMMONIA-N,1978-06-12 10:08:00,2020-06-03 09:52:00,3819,295,12
315,LZ40,"KJELDAHL NITROGEN, TOTAL",1978-06-12 10:08:00,2014-05-14 09:44:00,3735,185,0
316,LZ40,"PHOSPHATE, ORTHO AS P",1978-06-12 10:08:00,2020-06-03 09:52:00,904,296,12
317,LZ40,"PHOSPHATE, TOTAL AS P",1978-06-12 10:08:00,2020-06-03 09:52:00,3882,260,12
318,LZ40,NITRATE-N,1978-06-12 10:08:00,2019-11-05 10:57:00,485,160,11
319,LZ40,SILICA,1997-01-06 10:20:00,2020-06-03 09:52:00,96,84,4
320,LZ40,"CARBON, TOTAL ORGANIC",1978-06-12 10:08:00,2006-03-14 12:27:00,20,5,0
321,LZ40,"CARBON, DISSOLVED ORGANIC",2003-06-09 09:56:00,2006-03-14 12:27:00,5,5,0
322,LZ40,TOTAL NITROGEN,2014-06-04 10:37:00,2020-06-03 09:52:00,75,75,12
323,LZ40,"PHOSPHATE, DISSOLVED AS P",1990-03-27 03:30:00,1990-03-30 11:30:00,70,0,0
324,LZ40,"KJELDAHL NITROGEN, DIS",,,0,0,0
325,LZ40,"CARBON, TOTAL",,,0,0,0
326,LZ40,"CARBON, TOTAL INORGANIC",,,0,0,0
327,LZ40,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
328,LZ40,CHLOROPHYLL-A,1993-06-10 11:00:00,2011-04-18 12:23:00,452,171,0
329,LZ40,PHEOPHYTIN,1993-06-10 11:00:00,2011-04-18 12:23:00,439,162,0
330,LZ40,"CHLOROPHYLL-A, CORRECTED",1993-06-10 11:00:00,2011-04-18 12:23:00,448,171,0
331,LZ40,CHLOROPHYLL-C,1993-06-10 11:00:00,2011-04-18 12:23:00,443,162,0
332,LZ40,CAROTENOIDS,1993-06-10 11:00:00,2011-04-18 12:23:00,442,162,0
333,LZ40,CHLOROPHYLL-B,1993-06-10 11:00:00,2011-04-18 12:23:00,443,162,0
334,LZ40,CHLOROPHYLL-A(LC),2010-10-20 11:00:00,2020-06-03 09:52:00,118,118,12
335,LZ40,PHEOPHYTIN-A(LC),2010-10-20 11:00:00,2020-06-03 09:52:00,118,118,12
336,LZ40,CHLOROPHYLL-B(LC),2010-10-20 11:00:00,2016-04-05 11:03:00,66,66,0
337,LZ40,RESP. PLANKTONIC,,,0,0,0
338,L004,NITRATE+NITRITE-N,1972-11-06 12:55:00,2020-06-23 10:55:00,772,259,12
339,L004,NITRITE-N,1972-11-06 12:55:00,2020-06-23 10:55:00,777,261,12
340,L004,AMMONIA-N,1972-11-06 12:55:00,2020-06-23 10:55:00,774,260,12
341,L004,"KJELDAHL NITROGEN, TOTAL",1972-11-06 12:55:00,2014-05-14 08:54:00,700,184,0
342,L004,"PHOSPHATE, ORTHO AS P",1972-11-06 12:55:00,2020-06-23 10:55:00,772,261,12
343,L004,"PHOSPHATE, TOTAL AS P",1972-11-06 12:55:00,2020-06-23 10:55:00,771,260,12
344,L004,NITRATE-N,1972-11-06 12:55:00,2019-11-05 10:05:00,661,168,11
345,L004,SILICA,1972-11-06 12:55:00,2020-06-23 10:55:00,325,87,4
346,L004,"CARBON, TOTAL ORGANIC",1977-10-11 14:55:00,2012-09-19 10:38:00,182,118,0
347,L004,"CARBON, DISSOLVED ORGANIC",1972-11-06 12:55:00,2012-09-19 10:38:00,135,119,0
348,L004,TOTAL NITROGEN,2014-06-04 09:13:00,2020-06-23 10:55:00,76,76,12
349,L004,"PHOSPHATE, DISSOLVED AS P",1974-08-28 13:50:00,1977-11-21 09:50:00,6,0,0
350,L004,"KJELDAHL NITROGEN, DIS",,,1,0,0
351,L004,"CARBON, TOTAL",1972-12-11 12:15:00,1977-09-13 13:40:00,13,0,0
352,L004,"CARBON, TOTAL INORGANIC",1972-12-11 12:15:00,1977-09-13 13:40:00,13,0,0
353,L004,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
354,L004,CHLOROPHYLL-A,1974-09-13 00:00:00,2011-04-18 10:58:00,514,147,0
355,L004,PHEOPHYTIN,1974-10-01 00:00:00,2011-04-18 10:58:00,501,147,0
356,L004,"CHLOROPHYLL-A, CORRECTED",1979-12-11 13:20:00,2011-04-18 10:58:00,435,147,0
357,L004,CHLOROPHYLL-C,1979-12-11 13:20:00,2011-04-18 10:58:00,360,147,0
358,L004,CAROTENOIDS,1974-09-13 00:00:00,2011-04-18 10:58:00,475,147,0
359,L004,CHLOROPHYLL-B,1979-12-11 13:20:00,2011-04-18 10:58:00,364,147,0
360,L004,CHLOROPHYLL-A(LC),2010-10-20 10:03:00,2020-06-23 10:55:00,119,119,12
361,L004,PHEOPHYTIN-A(LC),2010-10-20 10:03:00,2020-06-23 10:55:00,119,119,12
362,L004,CHLOROPHYLL-B(LC),2010-10-20 10:03:00,2020-06-23 10:55:00,67,67,0
363,L004,RESP. PLANKTONIC,1973-04-19 16:30:00,1981-05-28 00:00:00,52,0,0
364,S308C,NITRATE+NITRITE-N,1973-01-15 13:15:00,2020-06-15 09:30:00,1332,974,54
365,S308C,NITRITE-N,1973-01-15 13:15:00,2009-10-28 08:37:00,737,382,0
366,S308C,AMMONIA-N,1973-01-15 13:15:00,2020-06-15 09:30:00,1330,974,54
367,S308C,"KJELDAHL NITROGEN, TOTAL",1973-01-15 13:15:00,2018-11-19 09:50:00,1179,819,0
368,S308C,"PHOSPHATE, ORTHO AS P",1973-01-15 13:15:00,2020-06-15 09:30:00,1316,958,52
369,S308C,"PHOSPHATE, TOTAL AS P",1973-01-15 13:15:00,2020-06-15 09:30:00,1382,1023,53
370,S308C,NITRATE-N,1973-01-15 13:15:00,2010-05-26 07:37:00,567,215,0
371,S308C,SILICA,1973-01-15 13:15:00,2009-08-26 08:51:00,163,70,0
372,S308C,"CARBON, TOTAL ORGANIC",1981-07-16 13:51:00,2020-06-15 09:30:00,612,598,54
373,S308C,"CARBON, DISSOLVED ORGANIC",1973-01-15 13:15:00,2001-08-28 09:45:00,6,2,0
374,S308C,TOTAL NITROGEN,2017-04-24 08:51:00,2020-06-15 09:30:00,162,162,54
375,S308C,"PHOSPHATE, DISSOLVED AS P",,,2,2,0
376,S308C,"KJELDAHL NITROGEN, DIS",,,2,2,0
377,S308C,"CARBON, TOTAL",1973-01-15 13:15:00,1973-04-10 12:25:00,4,0,0
378,S308C,"CARBON, TOTAL INORGANIC",1973-01-15 13:15:00,1973-04-10 12:25:00,4,0,0
379,S308C,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
380,S308C,CHLOROPHYLL-A,1988-06-20 11:08:00,2011-04-20 08:26:00,161,160,0
381,S308C,PHEOPHYTIN,1988-06-20 11:08:00,2011-04-20 08:26:00,151,150,0
382,S308C,"CHLOROPHYLL-A, CORRECTED",1988-06-20 11:08:00,2011-04-20 08:26:00,161,160,0
383,S308C,CHLOROPHYLL-C,2001-08-28 09:30:00,2011-04-20 08:26:00,150,150,0
384,S308C,CAROTENOIDS,2001-08-28 09:30:00,2011-04-20 08:26:00,150,150,0
385,S308C,CHLOROPHYLL-B,2001-08-28 09:30:00,2011-04-20 08:26:00,150,150,0
386,S308C,CHLOROPHYLL-A(LC),2010-10-13 07:57:00,2020-06-15 09:30:00,537,537,52
387,S308C,PHEOPHYTIN-A(LC),2010-10-13 07:57:00,2020-06-15 09:30:00,537,537,52
388,S308C,CHLOROPHYLL-B(LC),2010-10-13 07:57:00,2020-06-15 09:30:00,301,301,0
389,S308C,RESP. PLANKTONIC,,,0,0,0
390,PALMOUNT,NITRATE+NITRITE-N,,,0,0,0
391,PALMOUNT,NITRITE-N,,,0,0,0
392,PALMOUNT,AMMONIA-N,,,0,0,0
393,PALMOUNT,"KJELDAHL NITROGEN, TOTAL",,,0,0,0
394,PALMOUNT,"PHOSPHATE, ORTHO AS P",,,0,0,0
395,PALMOUNT,"PHOSPHATE, TOTAL AS P",,,0,0,0
396,PALMOUNT,NITRATE-N,,,0,0,0
397,PALMOUNT,SILICA,,,0,0,0
398,PALMOUNT,"CARBON, TOTAL ORGANIC",,,0,0,0
399,PALMOUNT,"CARBON, DISSOLVED ORGANIC",,,0,0,0
400,PALMOUNT,TOTAL NITROGEN,,,0,0,0
401,PALMOUNT,"PHOSPHATE, DISSOLVED AS P",,,0,0,0
402,PALMOUNT,"KJELDAHL NITROGEN, DIS",,,0,0,0
403,PALMOUNT,"CARBON, TOTAL",,,0,0,0
404,PALMOUNT,"CARBON, TOTAL INORGANIC",,,0,0,0
405,PALMOUNT,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
406,PALMOUNT,CHLOROPHYLL-A,,,0,0,0
407,PALMOUNT,PHEOPHYTIN,,,0,0,0
408,PALMOUNT,"CHLOROPHYLL-A, CORRECTED",,,0,0,0
409,PALMOUNT,CHLOROPHYLL-C,,,0,0,0
410,PALMOUNT,CAROTENOIDS,,,0,0,0
411,PALMOUNT,CHLOROPHYLL-B,,,0,0,0
412,PALMOUNT,CHLOROPHYLL-A(LC),,,0,0,0
413,PALMOUNT,PHEOPHYTIN-A(LC),,,0,0,0
414,PALMOUNT,CHLOROPHYLL-B(LC),,,0,0,0
415,PALMOUNT,RESP. PLANKTONIC,,,0,0,0
416,S169,NITRATE+NITRITE-N,1985-05-06 09:51:00,2020-06-15 12:25:00,575,350,27
417,S169,NITRITE-N,1985-05-06 09:51:00,2009-10-28 13:16:00,392,167,0
418,S169,AMMONIA-N,1985-05-06 09:51:00,2020-06-15 12:25:00,575,350,27
419,S169,"KJELDAHL NITROGEN, TOTAL",1985-05-06 09:51:00,2018-11-19 13:25:00,504,279,0
420,S169,"PHOSPHATE, ORTHO AS P",1985-05-06 09:51:00,2020-06-15 12:25:00,575,350,26
421,S169,"PHOSPHATE, TOTAL AS P",1985-05-06 09:51:00,2020-06-15 12:25:00,574,349,27
422,S169,NITRATE-N,1985-05-06 09:51:00,2010-04-21 11:45:00,359,138,0
423,S169,SILICA,1985-05-20 11:05:00,2009-08-26 14:56:00,88,40,0
424,S169,"CARBON, TOTAL ORGANIC",,,2,2,1
425,S169,"CARBON, DISSOLVED ORGANIC",,,0,0,0
426,S169,TOTAL NITROGEN,2017-05-08 11:02:00,2020-06-15 12:25:00,71,71,27
427,S169,"PHOSPHATE, DISSOLVED AS P",,,0,0,0
428,S169,"KJELDAHL NITROGEN, DIS",,,0,0,0
429,S169,"CARBON, TOTAL",,,0,0,0
430,S169,"CARBON, TOTAL INORGANIC",,,0,0,0
431,S169,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
432,S169,CHLOROPHYLL-A,,,0,0,0
433,S169,PHEOPHYTIN,,,0,0,0
434,S169,"CHLOROPHYLL-A, CORRECTED",,,0,0,0
435,S169,CHLOROPHYLL-C,,,0,0,0
436,S169,CAROTENOIDS,,,0,0,0
437,S169,CHLOROPHYLL-B,,,0,0,0
438,S169,CHLOROPHYLL-A(LC),,,1,1,0
439,S169,PHEOPHYTIN-A(LC),,,1,1,0
440,S169,CHLOROPHYLL-B(LC),,,1,1,0
441,S169,RESP. PLANKTONIC,,,0,0,0
442,S236,NITRATE+NITRITE-N,1979-05-14 14:02:00,2019-02-25 13:40:00,472,211,1
443,S236,NITRITE-N,1979-05-14 14:02:00,2009-10-28 12:20:00,397,136,0
444,S236,AMMONIA-N,1979-05-14 14:02:00,2019-02-25 13:40:00,471,211,1
445,S236,"KJELDAHL NITROGEN, TOTAL",1979-05-14 14:02:00,2018-06-04 14:05:00,462,202,0
446,S236,"PHOSPHATE, ORTHO AS P",1979-05-14 14:02:00,2019-02-25 13:40:00,471,211,1
447,S236,"PHOSPHATE, TOTAL AS P",1979-05-14 14:02:00,2019-02-25 13:40:00,471,211,1
448,S236,NITRATE-N,1979-05-14 14:02:00,2010-05-26 11:11:00,393,133,0
449,S236,SILICA,1982-02-24 10:00:00,2009-08-26 14:01:00,99,44,0
450,S236,"CARBON, TOTAL ORGANIC",1979-05-14 14:02:00,1982-02-24 10:00:00,70,0,0
451,S236,"CARBON, DISSOLVED ORGANIC",,,0,0,0
452,S236,TOTAL NITROGEN,2017-06-05 11:46:00,2019-02-25 13:40:00,9,9,1
453,S236,"PHOSPHATE, DISSOLVED AS P",,,0,0,0
454,S236,"KJELDAHL NITROGEN, DIS",,,0,0,0
455,S236,"CARBON, TOTAL",,,0,0,0
456,S236,"CARBON, TOTAL INORGANIC",,,0,0,0
457,S236,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
458,S236,CHLOROPHYLL-A,,,0,0,0
459,S236,PHEOPHYTIN,,,0,0,0
460,S236,"CHLOROPHYLL-A, CORRECTED",,,0,0,0
461,S236,CHLOROPHYLL-C,,,0,0,0
462,S236,CAROTENOIDS,,,0,0,0
463,S236,CHLOROPHYLL-B,,,0,0,0
464,S236,CHLOROPHYLL-A(LC),,,0,0,0
465,S236,PHEOPHYTIN-A(LC),,,0,0,0
466,S236,CHLOROPHYLL-B(LC),,,0,0,0
467,S236,RESP. PLANKTONIC,,,0,0,0
468,POLE3S,NITRATE+NITRITE-N,1994-06-13 11:29:00,2020-04-08 10:55:00,378,267,12
469,POLE3S,NITRITE-N,1994-06-13 11:29:00,2020-04-08 10:55:00,362,251,12
470,POLE3S,AMMONIA-N,1994-06-13 11:29:00,2020-04-08 10:55:00,378,267,12
471,POLE3S,"KJELDAHL NITROGEN, TOTAL",1994-06-13 11:29:00,2014-05-13 09:57:00,292,181,0
472,POLE3S,"PHOSPHATE, ORTHO AS P",1994-06-13 11:29:00,2020-04-08 10:55:00,378,267,12
473,POLE3S,"PHOSPHATE, TOTAL AS P",1994-06-13 11:29:00,2020-04-08 10:55:00,362,251,12
474,POLE3S,NITRATE-N,1994-06-13 11:29:00,2020-01-15 12:06:00,260,165,11
475,POLE3S,SILICA,1994-07-07 12:03:00,2020-04-08 10:55:00,105,79,4
476,POLE3S,"CARBON, TOTAL ORGANIC",2000-10-06 15:35:00,2012-03-19 12:11:00,5,5,0
477,POLE3S,"CARBON, DISSOLVED ORGANIC",2000-10-06 15:35:00,2012-03-19 12:11:00,5,5,0
478,POLE3S,TOTAL NITROGEN,2014-06-03 11:03:00,2020-04-08 10:55:00,70,70,12
479,POLE3S,"PHOSPHATE, DISSOLVED AS P",,,1,1,0
480,POLE3S,"KJELDAHL NITROGEN, DIS",,,1,1,0
481,POLE3S,"CARBON, TOTAL",,,0,0,0
482,POLE3S,"CARBON, TOTAL INORGANIC",,,0,0,0
483,POLE3S,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
484,POLE3S,CHLOROPHYLL-A,1994-06-13 11:29:00,2011-04-19 11:32:00,250,145,0
485,POLE3S,PHEOPHYTIN,1994-06-13 11:29:00,2011-04-19 11:32:00,244,139,0
486,POLE3S,"CHLOROPHYLL-A, CORRECTED",1994-06-13 11:29:00,2011-04-19 11:32:00,250,145,0
487,POLE3S,CHLOROPHYLL-C,1994-06-13 11:29:00,2011-04-19 11:32:00,244,139,0
488,POLE3S,CAROTENOIDS,1994-06-13 11:29:00,2011-04-19 11:32:00,244,139,0
489,POLE3S,CHLOROPHYLL-B,1994-06-13 11:29:00,2011-04-19 11:32:00,244,139,0
490,POLE3S,CHLOROPHYLL-A(LC),2010-10-21 11:55:00,2020-04-08 10:55:00,119,119,12
491,POLE3S,PHEOPHYTIN-A(LC),2010-10-21 11:55:00,2020-04-08 10:55:00,119,119,12
492,POLE3S,CHLOROPHYLL-B(LC),2010-10-21 11:55:00,2016-03-02 11:14:00,71,71,0
493,POLE3S,RESP. PLANKTONIC,,,0,0,0
494,RITTAE2,NITRATE+NITRITE-N,2009-10-12 11:32:00,2020-04-08 10:32:00,124,124,12
495,RITTAE2,NITRITE-N,2009-10-12 11:32:00,2020-04-08 10:32:00,124,124,12
496,RITTAE2,AMMONIA-N,2009-10-12 11:32:00,2020-04-08 10:32:00,124,124,12
497,RITTAE2,"KJELDAHL NITROGEN, TOTAL",2006-07-10 10:50:00,2014-05-13 10:20:00,57,57,0
498,RITTAE2,"PHOSPHATE, ORTHO AS P",2009-10-12 11:32:00,2020-04-08 10:32:00,124,124,12
499,RITTAE2,"PHOSPHATE, TOTAL AS P",2006-07-10 10:50:00,2020-04-08 10:32:00,126,126,12
500,RITTAE2,NITRATE-N,2009-10-12 11:32:00,2020-01-15 11:38:00,120,120,11
501,RITTAE2,SILICA,2009-11-16 11:47:00,2020-04-08 10:32:00,42,42,4
502,RITTAE2,"CARBON, TOTAL ORGANIC",,,0,0,0
503,RITTAE2,"CARBON, DISSOLVED ORGANIC",,,0,0,0
504,RITTAE2,TOTAL NITROGEN,2014-06-03 10:36:00,2020-04-08 10:32:00,69,69,12
505,RITTAE2,"PHOSPHATE, DISSOLVED AS P",,,0,0,0
506,RITTAE2,"KJELDAHL NITROGEN, DIS",,,0,0,0
507,RITTAE2,"CARBON, TOTAL",,,0,0,0
508,RITTAE2,"CARBON, TOTAL INORGANIC",,,0,0,0
509,RITTAE2,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
510,RITTAE2,CHLOROPHYLL-A,2009-10-12 11:32:00,2011-04-19 12:34:00,16,16,0
511,RITTAE2,PHEOPHYTIN,2009-10-12 11:32:00,2011-04-19 12:34:00,16,16,0
512,RITTAE2,"CHLOROPHYLL-A, CORRECTED",2006-07-10 10:50:00,2011-04-19 12:34:00,18,18,0
513,RITTAE2,CHLOROPHYLL-C,2009-10-12 11:32:00,2011-04-19 12:34:00,16,16,0
514,RITTAE2,CAROTENOIDS,2009-10-12 11:32:00,2011-04-19 12:34:00,16,16,0
515,RITTAE2,CHLOROPHYLL-B,2009-10-12 11:32:00,2011-04-19 12:34:00,16,16,0
516,RITTAE2,CHLOROPHYLL-A(LC),2010-10-21 12:30:00,2020-04-08 10:32:00,114,114,12
517,RITTAE2,PHEOPHYTIN-A(LC),2010-10-21 12:30:00,2020-04-08 10:32:00,114,114,12
518,RITTAE2,CHLOROPHYLL-B(LC),2010-10-21 12:30:00,2016-04-06 09:51:00,69,69,0
519,RITTAE2,RESP. PLANKTONIC,,,0,0,0
520,LZ2FA,NITRATE+NITRITE-N,,,0,0,0
521,LZ2FA,NITRITE-N,,,0,0,0
522,LZ2FA,AMMONIA-N,,,0,0,0
523,LZ2FA,"KJELDAHL NITROGEN, TOTAL",,,0,0,0
524,LZ2FA,"PHOSPHATE, ORTHO AS P",,,0,0,0
525,LZ2FA,"PHOSPHATE, TOTAL AS P",,,0,0,0
526,LZ2FA,NITRATE-N,,,0,0,0
527,LZ2FA,SILICA,,,0,0,0
528,LZ2FA,"CARBON, TOTAL ORGANIC",,,0,0,0
529,LZ2FA,"CARBON, DISSOLVED ORGANIC",,,0,0,0
530,LZ2FA,TOTAL NITROGEN,,,0,0,0
531,LZ2FA,"PHOSPHATE, DISSOLVED AS P",,,0,0,0
532,LZ2FA,"KJELDAHL NITROGEN, DIS",,,0,0,0
533,LZ2FA,"CARBON, TOTAL",,,0,0,0
534,LZ2FA,"CARBON, TOTAL INORGANIC",,,0,0,0
535,LZ2FA,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
536,LZ2FA,CHLOROPHYLL-A,,,0,0,0
537,LZ2FA,PHEOPHYTIN,,,0,0,0
538,LZ2FA,"CHLOROPHYLL-A, CORRECTED",,,0,0,0
539,LZ2FA,CHLOROPHYLL-C,,,0,0,0
540,LZ2FA,CAROTENOIDS,,,0,0,0
541,LZ2FA,CHLOROPHYLL-B,,,0,0,0
542,LZ2FA,CHLOROPHYLL-A(LC),,,0,0,0
543,LZ2FA,PHEOPHYTIN-A(LC),,,0,0,0
544,LZ2FA,CHLOROPHYLL-B(LC),,,0,0,0
545,LZ2FA,RESP. PLANKTONIC,,,0,0,0
546,L007,NITRATE+NITRITE-N,1972-11-06 14:00:00,2020-06-03 12:19:00,830,277,12
547,L007,NITRITE-N,1972-11-06 14:00:00,2020-06-03 12:19:00,816,281,12
548,L007,AMMONIA-N,1972-11-06 14:00:00,2020-06-03 12:19:00,831,278,12
549,L007,"KJELDAHL NITROGEN, TOTAL",1972-11-06 14:00:00,2014-05-13 11:27:00,756,202,0
550,L007,"PHOSPHATE, ORTHO AS P",1972-11-06 14:00:00,2020-06-03 12:19:00,818,281,12
551,L007,"PHOSPHATE, TOTAL AS P",1972-11-06 14:00:00,2020-06-03 12:19:00,830,278,12
552,L007,NITRATE-N,1972-11-06 14:00:00,2020-01-15 11:02:00,687,172,11
553,L007,SILICA,1972-11-06 14:00:00,2020-06-03 12:19:00,344,96,4
554,L007,"CARBON, TOTAL ORGANIC",1977-10-11 11:10:00,2012-09-18 09:15:00,208,138,0
555,L007,"CARBON, DISSOLVED ORGANIC",1972-11-06 14:00:00,2012-09-18 09:15:00,159,141,0
556,L007,TOTAL NITROGEN,2014-06-03 09:25:00,2020-06-03 12:19:00,76,76,12
557,L007,"PHOSPHATE, DISSOLVED AS P",1974-09-25 00:00:00,1977-11-21 13:18:00,7,0,0
558,L007,"KJELDAHL NITROGEN, DIS",,,0,0,0
559,L007,"CARBON, TOTAL",1972-12-12 14:40:00,1977-09-13 14:25:00,15,0,0
560,L007,"CARBON, TOTAL INORGANIC",1972-12-12 14:40:00,1977-09-13 14:25:00,15,0,0
561,L007,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
562,L007,CHLOROPHYLL-A,1974-09-13 00:00:00,2011-04-19 13:46:00,538,163,0
563,L007,PHEOPHYTIN,1974-09-13 00:00:00,2011-04-19 13:46:00,531,163,0
564,L007,"CHLOROPHYLL-A, CORRECTED",1979-12-11 10:25:00,2011-04-19 13:46:00,480,163,0
565,L007,CHLOROPHYLL-C,1980-02-06 09:27:00,2011-04-19 13:46:00,398,163,0
566,L007,CAROTENOIDS,1974-09-13 00:00:00,2011-04-19 13:46:00,496,163,0
567,L007,CHLOROPHYLL-B,1980-03-05 08:57:00,2011-04-19 13:46:00,399,163,0
568,L007,CHLOROPHYLL-A(LC),2010-10-21 13:32:00,2020-06-03 12:19:00,122,122,12
569,L007,PHEOPHYTIN-A(LC),2010-10-21 13:32:00,2020-06-03 12:19:00,122,122,12
570,L007,CHLOROPHYLL-B(LC),2010-10-21 13:32:00,2016-04-06 09:08:00,70,70,0
571,L007,RESP. PLANKTONIC,,,1,0,0
572,PELBAY3,NITRATE+NITRITE-N,2009-10-12 12:12:00,2020-06-03 12:47:00,149,149,11
573,PELBAY3,NITRITE-N,2009-10-12 12:12:00,2020-06-03 12:47:00,149,149,11
574,PELBAY3,AMMONIA-N,2009-10-12 12:12:00,2020-06-03 12:47:00,149,149,11
575,PELBAY3,"KJELDAHL NITROGEN, TOTAL",2009-10-12 12:12:00,2014-05-13 11:09:00,65,65,0
576,PELBAY3,"PHOSPHATE, ORTHO AS P",2009-10-12 12:12:00,2020-06-03 12:47:00,149,149,11
577,PELBAY3,"PHOSPHATE, TOTAL AS P",2009-10-12 12:12:00,2020-06-03 12:47:00,148,148,11
578,PELBAY3,NITRATE-N,2009-10-12 12:12:00,2020-01-15 09:48:00,140,140,10
579,PELBAY3,SILICA,2009-11-16 12:41:00,2020-06-03 12:47:00,56,56,4
580,PELBAY3,"CARBON, TOTAL ORGANIC",,,2,2,0
581,PELBAY3,"CARBON, DISSOLVED ORGANIC",,,2,2,0
582,PELBAY3,TOTAL NITROGEN,2014-06-03 08:55:00,2020-06-03 12:47:00,83,83,11
583,PELBAY3,"PHOSPHATE, DISSOLVED AS P",,,0,0,0
584,PELBAY3,"KJELDAHL NITROGEN, DIS",,,0,0,0
585,PELBAY3,"CARBON, TOTAL",,,0,0,0
586,PELBAY3,"CARBON, TOTAL INORGANIC",,,0,0,0
587,PELBAY3,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
588,PELBAY3,CHLOROPHYLL-A,2009-10-12 12:12:00,2011-04-19 13:21:00,17,17,0
589,PELBAY3,PHEOPHYTIN,2009-10-12 12:12:00,2011-04-19 13:21:00,17,17,0
590,PELBAY3,"CHLOROPHYLL-A, CORRECTED",2009-10-12 12:12:00,2011-04-19 13:21:00,17,17,0
591,PELBAY3,CHLOROPHYLL-C,2009-10-12 12:12:00,2011-04-19 13:21:00,17,17,0
592,PELBAY3,CAROTENOIDS,2009-10-12 12:12:00,2011-04-19 13:21:00,17,17,0
593,PELBAY3,CHLOROPHYLL-B,2009-10-12 12:12:00,2011-04-19 13:21:00,17,17,0
594,PELBAY3,CHLOROPHYLL-A(LC),2010-10-21 13:08:00,2020-06-03 12:47:00,137,137,11
595,PELBAY3,PHEOPHYTIN-A(LC),2010-10-21 13:08:00,2020-06-03 12:47:00,137,137,11
596,PELBAY3,CHLOROPHYLL-B(LC),2010-10-21 13:08:00,2016-04-06 08:03:00,86,86,0
597,PELBAY3,RESP. PLANKTONIC,,,0,0,0
598,L006,NITRATE+NITRITE-N,1972-11-06 14:30:00,2020-06-03 13:26:00,1813,280,11
599,L006,NITRITE-N,1972-11-06 14:30:00,2020-06-03 13:26:00,933,279,11
600,L006,AMMONIA-N,1972-11-06 14:30:00,2020-06-03 13:26:00,1816,281,11
601,L006,"KJELDAHL NITROGEN, TOTAL",1972-11-06 14:30:00,2014-05-13 11:51:00,1735,203,0
602,L006,"PHOSPHATE, ORTHO AS P",1972-11-06 14:30:00,2020-06-03 13:26:00,940,279,11
603,L006,"PHOSPHATE, TOTAL AS P",1972-11-06 14:30:00,2020-06-03 13:26:00,1810,280,11
604,L006,NITRATE-N,1972-11-06 14:30:00,2020-01-15 10:18:00,820,186,10
605,L006,SILICA,1972-11-06 14:30:00,2020-06-03 13:26:00,330,100,3
606,L006,"CARBON, TOTAL ORGANIC",1977-10-11 10:40:00,2012-08-13 12:24:00,201,131,0
607,L006,"CARBON, DISSOLVED ORGANIC",1972-11-06 14:30:00,2012-08-13 12:24:00,148,132,0
608,L006,TOTAL NITROGEN,2014-06-03 09:50:00,2020-06-03 13:26:00,77,77,11
609,L006,"PHOSPHATE, DISSOLVED AS P",1974-08-28 14:40:00,1977-11-21 09:10:00,8,0,0
610,L006,"KJELDAHL NITROGEN, DIS",,,1,0,0
611,L006,"CARBON, TOTAL",1972-12-12 15:10:00,1977-09-13 09:57:00,14,0,0
612,L006,"CARBON, TOTAL INORGANIC",1972-12-12 15:10:00,1977-09-13 09:57:00,13,0,0
613,L006,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
614,L006,CHLOROPHYLL-A,1974-09-13 00:00:00,2011-04-19 14:12:00,659,165,0
615,L006,PHEOPHYTIN,1974-10-01 00:00:00,2011-04-19 14:12:00,647,165,0
